Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
10/26/81,18:24,"St. Thomas, U.S. Virgin Islands",Aerolineas Argo,,Saint Croix - Saint Thomas,Lockheed L-749A Constellation,HI-328,2607,5,5,0,After executing a turn to avoid traffithe cargo plane struck the ocean. Pilot misjudged the altitude and clearance.,Minor_Damage_And_Injuries,61.3242009,10,0,65.3600729,0.50363577,82.67,2,35580.6487,2,0.48312522,128
10/31/81,,"Bafoussam, Cameroon",Cameroon Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,TJ-CBC,416,24,1,0,"The aircraft took off, lost altitude, settled back on the runway and overshot the runway. The aircraft was overloaded. Other factors were the pilot misjudged the distance and speed during the takeoff and lack of proper pre-flight planning.",Highly_Fatal_And_Damaging,19.9086758,16,3,65.9070191,0.23677678,83.17,4,27607.9009,3,0.05071054,11685
11/8/81,,"Sierra de Guerro, Mexico",Aeromexico,,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,XA-DEO,47622/753,18,18,0,The flight struck a mountain during an emergency descent due to explosive decompression. Crew's failure to follow approved emergency procedures.,Significant_Damage_And_Fatalities,63.9726027,13,0,56.1531449,0.53753408,82.64,7,20265.0426,1,0.00175388,7962
11/15/81,21:12,"Mount Pocono, Pennsylvania",Moyer Aviation - Air Taxi,,"Millinocket, ME - Mount Pocono, PA",Piper PA-32,N178RB,,4,4,0,Collided with trees on final approach. Improper IFR operation. Failed to follow approved procedures.,Significant_Damage_And_Serious_Injuries,18.9041096,19,14,66.4995442,0.38030364,79.59,3,33896.0233,2,0.16831461,11145
11/16/81,19:30,"Norilsk, Russia",Aeroflot,,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,CCCP-85480,81A-480,167,99,0,The plane acquired excessive vertical speed and descended below the glideslope while attempting to land. The aircraft impacted terrain in an open field and slid across frozen ground for about 300 m. The high descent rate could not be countered by applying maximum elevator trim. Malfunctioning elevator.,Highly_Fatal_And_Damaging,27.8995434,13,2,65.952598,0.42285683,78.63,5,21403.6699,2,0.01380462,2893
11/19/81,,"Biratnagar, Nepal",Royal Nepal Airlines,,,Pilatus PC-6/B2-H2 Turbo-Porter,9N-ABJ,746,10,10,0,Crashed after takeoff.,Highly_Fatal_And_Damaging,58.0821918,11,3,53.7830447,0.45747638,84.52,2,35695.8118,1,0.48369585,11307
11/30/81,,"Castries, Saint Lucia Island",Guyana Airways,,,Douglas DC-6A,N3486F,43683/305,3,3,0,Engine failed during takeoff. The cargo plane crashed while returning to the field.,Minor_Damage_And_Injuries,36.0730594,17,1,72.7894257,0.21910638,76.8,7,50476.5268,3,0.00472974,3534
12/1/81,8:53,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),JP1308,Ljubljana - Ajaccio,McDonnell Douglas MD-81,YU-ANA,48047/998,180,180,0,The aircraft crashed into a mountain during an approach to Camp dell Oro Airport in heavy fog. The crew was not properly prepared for the approach. The minimum altitude and maximum speed limits of the holding pattern were probably not retained. Imprecise language used by the crew and air trafficontroller.,Highly_Fatal_And_Damaging,21.2328767,15,4,62.1695533,0.38030364,81,6,28465.3542,3,0.00742836,8119
12/5/81,19:08,"Honolulu, Hawaii",Private - Parajump air show,,"Haliive, HI  - Honolulu, HI",Beech C-45H,N8185H,AF-381,12,11,0,"Crashed into the water. Improperly loaded aircraft, weight and center of gravity.",Significant_Damage_And_Fatalities,66.2557078,12,14,74.0200547,0.1819625,82,3,27658.7234,0,0.13784168,4784
12/10/81,16:40,"Tyonek, Alaska",Spernak Airways - Air Taxi,,"Tyonek, AK - Anchorage, AK",Cessna 207A,N9461M,,4,4,0,Crashed into water during initial climb. Probable cause unknown.,Significant_Damage_And_Fatalities,20.2283105,15,3,41.5679125,0.73515399,81.45,4,31682.6709,2,0.05735926,8708
12/15/81,13:30,"Mt. McKinley, AK",Hudson Air Service - Air Taxi,,"Talkeetna, AK - Return",Cessna 185,N4311R,,4,2,0,The aircraft encountered downdrafts while approaching mountain pass and crashed.,Minor_Damage_And_Injuries,38.0821918,17,5,78.4867821,0.28113307,75.69,4,48882.997,3,0.08953233,6154
12/16/81,,"Kuala Belait, Brunei",Bristow Helicopters,,,Aerospatiale Puma,9M-SSC,1481,,12,0,,Significant_Damage_And_Fatalities,44.7945206,8,3,52.8258888,0.32584998,77.16,4,32722.0299,2,0.05966978,5114
12/18/81,13:06,"Near Covenas, Colombia",ACES Colombia,,,de Havilland Canada DHC-6 Twin Otter 300,HK-2217,609,13,13,0,Struck high ground.,Highly_Fatal_And_Damaging,44.3835616,15,1,48.0401094,0.5166181,78.29,2,27716.3462,2,0.37559245,786
6/5/83,13:23,"Cape Town, South Africa",Linair Express,,Cape Town - Johannesburg,Cessna 402B,ZS-KVG,,9,7,0,Crashed onto a road after taking off.,Highly_Fatal_And_Damaging,21.7808219,15,0,69.9635369,0.24002236,81.87,4,32421.1081,1,0.0586746,10141
12/31/81,20:00,"Durango, Colorado",Sun West Airline - Air Taxi,,"Albuquerque, NM - Durango, CO",Piper PA-31,N41070,,6,4,0,The pilot failed to execute a successful missed approach for unknown reasons and crashed.,Significant_Damage_And_Serious_Injuries,49.8173516,10,10,66.27165,0.46108258,84.01,6,24783.1502,0,0.00618104,3349
1/7/82,,"Near Gelendzhik, USSR",Aeroflot,,,LET  410M Turbojet,CCCP-67290,781101,18,18,0,The aircraft crashed into high ground.,Significant_Damage_And_Fatalities,19.7260274,16,6,55.3327256,0.31935882,81.39,5,33914.1169,2,0.02283677,3433
1/7/82,,"Helena, Montana",Air Taxi,,,Cessna 210,N9763X,,2,2,0,"The aircraft crashed into a mountain at the 9,300 foot level. The pilot was on course for his destination. The minimum obstacle clearance altitude for his location was 10,800 feet. Weather was not a problem but the accident did occur during hours of darkness. The aircraft was in level cruise when the accident happened. Proper altitude not maintained by pilot in command.",Significant_Damage_And_Serious_Injuries,37.6712329,14,0,74.7493163,0.24975911,77.08,3,37178.377,1,0.18415779,9879
1/13/82,16:01,"Washington, D.C.",Air Florida,90,"Washington D.C. - Fort Lauderdale, FL",Boeing B-737-222,N62AF,19556/130,79,74,4,"The aircraft crashed into the 14th St. bridge and the PotomaRiver and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor.",Highly_Fatal_And_Damaging,9.5890411,19,1,70.6016408,0.29123044,75.25,4,12642.682,2,0.02356602,9714
1/14/82,,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,,,Antonov AN-26,71383,,73,73,0,Shot down by rebel forces.,Significant_Damage_And_Serious_Injuries,37.260274,14,5,65.6791249,0.26779012,80.22,6,38340.1217,2,0.01033757,142
1/23/82,19:36,"Logan Airport,  Boston, Massachusett",World Airways,30H,"Newark, NJ - Boston, MA",McDonnell Douglas DC-10-30CF,N113WA,47821/320,212,2,0,"While landing on an icy runway, the aircraft touched down 2,800 feet beyond the displaced threshold and slid off the end of the runway into shallow water with the nose section detaching. The minimal braking effectiveness on the ice-covered runway. The crew landed without sufficient information as to runway conditions. Lack of FAA regulations. The pilot's decision to retain autothrottle speed control throughout the flare and the consequent extended touchdown point on the runway contributed to the severity of the accident.",Highly_Fatal_And_Damaging,46.1187215,8,5,71.4220602,0.35866643,83.12,4,15088.7811,2,0.02631585,10949
1/25/82,,"Constanta, Romania",Tarom,,Training,Antonov An-24RV,YR-BMD,57310202,7,7,0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.,Significant_Damage_And_Serious_Injuries,22.1917808,18,4,68.0492252,0.24002236,80.98,6,42760.6401,3,0.01058233,12359
2/3/82,7:30,"Djibouti, Djbouti",Military - French Air Force,,,Nord 2501 Noratlas,140/88JA,140,35,35,0,Crashed into a mountain before a planned paratroop drop.,Highly_Fatal_And_Damaging,42.7853881,9,1,85.1868733,0.30457339,82.74,1,32529.7644,1,1.19446292,9520
2/6/82,15:00,"Island of Cheju, South Korea",Military - Republiof South Korea Air Force,,,Fairchild C-123,,,53,53,0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.,Minor_Damage_And_Injuries,68.0821918,8,5,45.4421149,0.47658925,76.12,2,33595.0106,3,0.45640801,11062
2/7/82,,"Near Srinagar, India",Military - Indian Air Force,,Parhankot - Leh,Fairchild C-119G,,,23,23,0,Crashed in dirzzle and snow while en route.,Significant_Damage_And_Fatalities,40.7762557,9,1,54.0565178,0.59234836,75.78,4,29502.7634,2,0.05390036,8699
2/9/82,8:47,"Tokyo, Japan",Japan Air Lines,350,Fukuoka - Tokyo,McDonnell Douglas DC-8-61,JA-8061,45889/291,174,24,0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him.",Minor_Damage_And_Injuries,69.7260274,8,15,70.23701,0.39544969,77.91,5,36421.5736,2,0.02534449,1402
2/9/82,,"Mt. Ipao, Philippines",Trans Air Services,,Manila - Sicogon,Douglas DC-3 (C-47A-70-DL),RP-C141,19251,32,3,0,Struck Mt. Ipao on Panay Island.,Significant_Damage_And_Serious_Injuries,19.4520548,19,0,64.5396536,0.2728388,81.48,3,24689.7202,0,0.1217547,3605
2/19/82,,"Cerro el Tablazo, Colombia",LAC Columbia,,,Douglas DC-6BF,HK-1706,44168/431,4,4,0,The cargo plane crashed into high ground while on apporach to land.,Significant_Damage_And_Fatalities,67.4429224,12,6,61.668186,0.31467075,77.09,7,30442.0287,2,0.00273358,7634
2/21/82,15:33,"Providence, Rhode Island",Pilgrim Airlines,458,New York City - Bridgeport - New Haven - Groton - Boston,de Havilland DHC -6-100,N127PM,105,12,1,0,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact.  The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.,Highly_Fatal_And_Damaging,30.913242,12,16,58.9790337,0.34532348,84.48,3,27007.9664,3,0.13428819,2679
3/11/82,13:26,"Mehamn, Norway",Wideroe's Flyveselksap,933,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,LN-BNK,568,15,15,0,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter.",Highly_Fatal_And_Damaging,24.8858448,14,5,82.9079307,0.19963289,79.33,4,32693.5777,2,0.05983135,10111
6/24/82,20:44,"Mount Galunggung, Indonesia",British Airways,9,Kuala Lampur - Perth,Boeing B-747,G-BDXH,21635/365,257,0,0,"The aircraft flew into a plume from a volcanieruption at 37,000 feet during the night. All engines failed and the windshield lost transparency because of pitting. The first engine was restarted at 12,000 feet, followed by the other three and the plane landed safely at Jakarta. The aircraft was named 'City of Edinburgh.'",Highly_Fatal_And_Damaging,52.6484018,6,1,66.7274385,0.33053805,79.63,4,24317.5615,0,0.04492892,694
6/28/82,10:50,"Southern Belarus, USSR",Aeroflot,8641,Leningrad - Kiev,Yakovlev YAK-42,CCCP-45229,8040104,132,132,0,"From an altitude of 30,000 ft., a malfunction occurred causing the aircraft to crash 125 miles from its destination. In-flight failure and jamming of stabilizer screw-jack mechanism due to wear.",Highly_Fatal_And_Damaging,41.7808219,16,8,53.0082042,0.51878183,78.55,1,17945.3617,3,0.66487045,2685
3/19/82,10:30,"Leesburg, Florida",Private,,None,Beechcraft Bonanza F35,N567LT,D-4114,3,3,0,"Randy Rhoads, 25, lead guitarist for heavy metal star Ozzy Osbourne was killed when the plane in which he was a passenger crashed into a tour bus and a house. The pilot was attempting to buzz Osbourne's tour bus when after several attempts, the left wing struck the side of the bus puncturing it in two places approximately half way down the right side.  The plane was thrown over the bus, hit a pine tree, severing it approximately 10 feet up from the bottom, before it crashed into the garage of a  house. The plane was an estimated 10-11 feet off the ground traveling at approximately 120 - 150 knots during final impact. Several other members of the group were inside the bus but were not hurt. The pilot,  Andrew Aycock's medical certificate (3rd class) had expired, making his pilots license invalid. All three aboard, Rhoads, Rachel Youngblood, the groups hairdresser and the pilot were killed. Poor judgement by the pilot in buzzing the bus and misjudging clearance of obstacles.",Minor_Damage_And_Injuries,44.4748858,15,0,80.0364631,0.21838514,76.41,2,31078.8334,3,0.4174074,2705
3/19/82,21:10,"Near Woodstock, Illinois",Military - U.S. Air Force,,,Boeing KC-135C,58-0031,17776,27,27,0,"Crashed 40 miles northwest of Chicago O'Hare Airport where it was to have landed. Exploded and dove in an almost vertical attitude from a height of 13,700 ft. into a wooded area, exploded and burned. Most probably overpressurization under the cargo floor and ignition of fuel vapor.",Significant_Damage_And_Fatalities,31.0958904,12,3,56.2898815,0.46360692,84.8,4,36727.6646,1,0.06748373,4804
3/20/82,,"Branti Airport, Indonesia",Garuda Indonesia Airlines,,Jakarta - Bandar,Fokker F-28 Fellowship 1000,PK-GVK,11078,27,27,0,"The plane overran the runway in heavy rain, crashed into a field and burned while attemping to land.",Significant_Damage_And_Fatalities,59.543379,14,2,72.4247949,0.38643419,76.79,7,23744.0693,2,0.00223909,6917
3/26/82,,"Queate, Colombia",Aeropesca Colombia,,Villavicencio - Bogota,Vickers Viscount 745D,HK-2382,212,21,21,0,Crashed into a mountain during poor weather conditions.,Highly_Fatal_And_Damaging,4.93150685,20,0,70.2825889,0.20396033,78.37,6,36566.3965,2,0.00831708,3783
4/11/82,17:35,"Near Tanana, Alaska",Air Taxi,,"Banddanack, AK - Fairbanks, AK",Hughes 369D,N11058,,3,3,0,The aircraft crashed on a snow covered mountain slope in a steep left bank in overcast and snow showers. Continued VFR flight into IFR conditons.,Highly_Fatal_And_Damaging,37.7625571,10,12,64.1294439,0.31935882,77.51,4,38615.1266,2,0.07048018,6392
4/13/82,14:40,"Near Erzurum, Turkey",Military - U.S. Air Force,,Erzurum - Incirlik,Lockheed C-130H,74-1678,4645,27,27,0,Failure of the No.4 engine followed by separation of the engine and propeller of the No.3 engine.  Overpressurization of the right wing resulting in an explosion and in-flight fire. A Mayday was received from the aircraft before it fell and crashed into mountainous terrain and burst into flames. Attachment bolts to support the No. 4 engine had not been installed.,Significant_Damage_And_Serious_Injuries,40.5936073,13,2,82.4521422,0.17438947,80.53,5,14519.2419,2,0.01095112,8180
4/26/82,16:45,"Near Yangshuo, Guangxi, China",CAAC,3303,Guangzhou - Guilin,Hawker Siddeley Trident 2E,B-266,2170,112,112,0,The aircraft struck a mountain in heavy rain during a landing attempt.,Significant_Damage_And_Fatalities,44.2009132,8,1,32.7256153,0.61939488,80.15,5,26706.8544,1,0.01870149,3636
4/28/82,21:34,"Hakalau, Hawaii",Air Taxi,,"Hilo, HI - Honalulu, HI",Beechcraft E18S,N6911,,2,2,0,"The aircraft departed Hilo on the last leg of a 3rd flight. A few minutes after takeoff, the pilot called the tower to ask for a return and indicated he had a difficulty. No further transmission was made. Witnesses heard intermittent engine sputtering and then the whine of a high speed dive. The aircraft impacted in a sugar cane field at a steep angle. Reason for occurrence undetermined.",Highly_Fatal_And_Damaging,49.2694064,7,7,62.7164995,0.40951388,83.73,3,44417.407,1,0.21799852,12380
4/30/82,,Gulf of Thailand,Okanagan Helicopters,,,Sikorsky S-76,C-GIMF,760038,13,13,0,,Minor_Damage_And_Injuries,45.2054795,15,0,83.9106655,0.18665056,86.08,5,40745.7686,3,0.0272945,2760
5/9/82,,"Off Aden, Yemen",Alyemda,,,de Havilland Canada DHC-7-103,7O-ACK,15,49,47,0,Crashed into the ocean during an approach 2 km short of the runway.,Significant_Damage_And_Serious_Injuries,27.1689498,17,18,54.2388332,0.40410458,80.67,7,21763.4376,2,0.00195274,1118
5/12/82,,"Judsonia, Arkansas",Military - U.S. Air Force,,Training,Lockheed C-130E Hercules,64-0543,4033,7,7,0,Lost a wing and crashed.,Significant_Damage_And_Fatalities,60.1369863,14,17,60.6198724,0.33558673,80.07,6,42860.1611,3,0.01062397,9835
5/19/82,19:15,South AtlantiOcean,Military - Royal British Navy,,,Westland Sea King HC-4 (helicopter),ZA-294,,30,21,0,"The helicopter, carrying troops from one ship to another during the Falkland Islands war, crashed into the AtlantiOcean. Possible bird strike or component failure.",Minor_Damage_And_Injuries,44.9315069,15,2,60.7110301,0.31827696,78.95,2,36133.3387,2,0.49228732,420
5/25/82,,"Brazilia, Brazil",VASP,,,Boeing B-737-200,PP-SMY,20907,118,2,0,The aircraft broke in two after a hard landing. The pilot's misuse of rain repellant caused an optical illusion.,Significant_Damage_And_Serious_Injuries,50.5022831,10,7,68.7784868,0.20035413,75.13,3,48288.1424,2,0.24305529,3016
5/28/82,,"Off Natuma Island, Indonesia",Pelita Air Service,,,Aerospatiale 330G Puma,PK-PDU,1258,10,10,0,The helicopter crashed into the sea.,Significant_Damage_And_Serious_Injuries,37.0776256,14,12,58.8422972,0.60569131,79.06,3,47156.9384,2,0.23694819,10770
6/1/82,14:40,"Near Songnam-si, South Korea",Military - Republiof South Korea Air Force,,,Fairchild C-123,56-4391,,53,53,0,Crashed in poor weather conditions after taking off with paratroopers.,Significant_Damage_And_Serious_Injuries,77.5799087,4,2,88.4685506,0.23136747,75.96,7,43442.1451,2,0.00396775,893
6/8/82,2:25,"Near Pacatuba, Brazil",VASP,168,Rio de Janerio - Fortaleza,Boeing B-727-212A,PP-SRK,21347/1282,137,137,0,"The aircraft crashed into a 2,500 ft. mountain (Serra da Aratanha) during an approach in heavy rain and fog. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. Non-observance of air traffiand carrier's procedures.",Significant_Damage_And_Fatalities,40,20,4,70.556062,0.23244933,81.61,2,38976.4419,1,0.52465916,5514
6/12/82,,"Tabatinga, Brazil",TABA,,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,PT-LBV,536,44,44,0,The plane crashed into the tower during an approach in adverse weather conditions.,Highly_Fatal_And_Damaging,44.4748858,8,9,60.5742935,0.48524414,80.07,4,36056.3247,3,0.06599244,6265
6/22/82,,"Bombay, India",Air India,,Kuala Lumpur - Mumbai,Boeing B-707-437,VT-DJJ,17723/100,111,17,0,The crew initiated a go-around after a heavy landing and a subsequently bounced lifted off the runway but descended back onto the ground and broke up. Deliberate reduction of engine power by the pilot 12 seconds prior to first impact due to altitude unawareness resulting in a high rate of descent and very hard landing. The aircraft was named 'Gaurishankar.',Minor_Damage_And_Injuries,52.3744292,9,14,50.911577,0.64535954,76.63,6,21681.6613,3,0.00551074,9102
7/3/82,,"Oganda, Gabon",Air Affaires Gabon,,,Cessna 404 Titan,TR-LYQ,404--425,12,12,0,,Significant_Damage_And_Serious_Injuries,20.5022831,19,0,66.4083865,0.52346989,77.4,3,36624.2796,2,0.18293012,9168
7/6/82,0:05,"Near Moscow, Russia",Aeroflot,411,,Ilyushin IL-62M,CCCP-86513,4037536,90,90,0,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.,Highly_Fatal_And_Damaging,47.4885845,7,6,61.6226071,0.48524414,77.62,4,52779.502,4,0.09667666,4117
7/9/82,16:09,"Kenner, Louisiana",Pan American World Airways,759,New Orleans - Las Vegas,Boeing B-727-235,N4737,19457/518,145,145,8,"The aircraft crashed during a thunderstorm, 29 seconds after taking off from New Orleans International Airport. The plane reached an altitude of 95 to 150 feet and then began to descend and crashed into trees and houses bursting into flames. Microbust induced windshear. Limited capability of current ground-based low-level windshear detection technology. The aircraft was named 'Clipper Defiance.'",Minor_Damage_And_Injuries,53.5159817,12,8,80.674567,0.31935882,83.11,2,24809.9058,3,0.33562781,6449
7/11/82,,"Jolo, Philippines",Philippine Air Lines,480,,Hawker Siddeley HS-748-209 Srs. 2,RP-C1014,1636,30,4,0,Takeoff was aborted at V1 when the crew heard unusual sounds from the No.1 engine. The aircraft overran the runway and came to rest against a wall and some vehicles. Misjudged speed and distance and delayed action in aborting the takeoff.,Minor_Damage_And_Injuries,54.7945206,12,1,63.7192343,0.49462027,77.16,5,33372.8198,3,0.02213435,11597
7/14/82,20:49,"Oxbow, Oregon",Air Taxi,,"Imnaha, OR - Fort Fairfield, ME",Cessna 172F,N8230U,,4,4,0,"During the final approach the aircraft was observed to descend to approximately 50 feet above the river and then execute a pullup and begin a left turn to either reenter a left downwind or reverse the direction of landing. The pilot lost control, the left wing dropped, the nose pitched down and the aircraft impacted the ground at the river's edge. Inadvertent stall by the pilot in command. Aircraft's weight and balance exceeded limits.",Significant_Damage_And_Fatalities,35.2511416,11,14,55.4694622,0.39508907,83.68,4,23999.4411,2,0.04306295,6889
7/23/82,2:30,"Castaic, California",Western Helicopter,,Movie set,Bell UH-1B Huey Helicopter,N87701,6414038,1,0,3,"During the filming of 'Twilight Zone, The Movie', a helicopter crashed, killing actor ViMorrow, 53, and two child actors. The helicopter was hovering low over a make believe Vietnamese village when an explosive charge from the special effects hit the tail rotor of the helicopter sending it crashing to the ground. One child, Rene Chen, 6, was crushed to death with the right skid. ViMorrow and the other child, Myca Dinh Le, 7, were decapitated. Criminal charges against the production company were eventually dismissed in a much publicized trial. The civil trial ended in awards of 2 million dollars to the families of each of the children and $700,000  to the estate of ViMorrow.",Highly_Fatal_And_Damaging,52.6484018,6,4,58.4776664,0.29627912,82.04,7,24455.025,2,0.00250016,3988
7/24/82,16:00,"Near Sitka, Alaska",Air Taxi,,"Sitka, AK - Warm Springs, AK",Cessna A185F,N9682Q,,4,4,0,Impacted the side of a mountain shortly after taking off. Improper in-flight planning. Proper alititude not maintained. Improper use of flight controls.,Significant_Damage_And_Serious_Injuries,57.4885845,8,2,67.7301732,0.37489434,77.1,5,28602.6043,3,0.01836469,11179
8/4/82,4:10,"Concord, New Hampshire",Air Taxi,,"Groton, CT - Concord, CT",Piper PA-28-161,N81786,,2,2,0,Collided with trees on approach. Weather briefing recommended no VFR flight. VFR flight into IFR conditions.,Minor_Damage_And_Injuries,42.5114155,16,3,62.7620784,0.47190119,81.39,5,19433.6328,2,0.01349304,7315
8/11/82,,PacifiOcean,Pan American World Airways,830,Tokyo - Honolulu,Boeing B-747-121,N754PA,19658/47,,1,0,"A sixteen-year-old boy was killed when a bomb detonated under a seat cushion. The explosion caused minor damage and the plane landed safely at Honolulu. The bomb was placed onboard by Mohammed Rashed, a Jordanian terrorist with the May 15 Organization.",Significant_Damage_And_Fatalities,53.2876712,16,1,82.9535096,0.27139632,78.11,6,37253.9054,0,0.00880519,3808
8/12/82,,"Mindat, Myanmar",Burma Airways,,,de Havilland Canada DHC-6 Twin Otter 300,XY-AEB,501,8,8,0,Hit high ground.,Minor_Damage_And_Injuries,25.6621005,21,2,67.9580675,0.39581031,82.2,7,35247.2888,3,0.00306731,11504
8/14/82,,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,,,LeT 410UVP Turbojet / Tupolev TU-134V,67191 / 65836,781120 / 17113,11,11,0,Ground collision. Eleven killed on the LET and none on the Tupolev.,Minor_Damage_And_Injuries,53.1506849,13,0,71.3764813,0.24723476,81.61,5,24750.6512,4,0.01703589,6276
8/14/82,9:00,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,,Managua - El Rodeo,Arava 201,223,,20,20,0,Rolled to the right and crashed from an altitude of 500 ft. shortly after becoming airborne.,Significant_Damage_And_Serious_Injuries,31.9634703,15,1,63.7192343,0.33486549,84.1,3,47530.9062,3,0.23498528,11794
8/20/82,,"Off Castries, Saint Lucia",Inter Island Air Services,,,Britten-Norman BN-2A Islander,VP-LAE,160,10,10,0,Crashed into the sea.,Highly_Fatal_And_Damaging,43.652968,15,4,53.0993619,0.31106455,77.33,4,24451.8196,1,0.04479094,5953
8/31/82,14:30,"Knotsville, Tennessee",Military - U.S. Air Force,,Training,Lockheed C-141B,64-0652,300-6065,9,9,0,Impacted a mountain.,Significant_Damage_And_Serious_Injuries,31.3242009,15,0,79.8541477,0.22812189,79.34,3,27724.256,1,0.13722847,10456
9/1/82,,"Near Valladolid, Ecuador",Aerolineas Condor,,Zumba - Loja,de Havilland Canada DHC-4A Caribou,HC-BHZ,249,44,44,0,Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.,Significant_Damage_And_Serious_Injuries,47.8995434,17,12,49.0428441,0.25120159,79.31,7,9966.28139,2,0.00143198,9490
9/4/82,,"Rio Branco, Brazil",Cia Brasiliera de Tratores,,,Gates Learjet 25B,PT-JBQ,25B-119,10,10,0,The plane ran out of fuel on the third approach in poor weather.,Significant_Damage_And_Serious_Injuries,36.0273973,14,4,61.3947129,0.4560339,77.6,4,29589.3854,2,0.05410657,4126
9/11/82,12:50,"Near Mannheim, West Germany",Military - U.S. Army,,,Boeing Vertol CH-47C (helicopter),74-22292,,46,46,0,Crashed after experiencing catastrophimechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.,Minor_Damage_And_Injuries,42.8310502,15,18,72.2424795,0.20504219,80.05,1,28923.9003,1,1.06396432,4398
9/13/82,12:00,"Near Malaga, Spain",Spantax,995,Malaga - New York City,McDonnell Douglas DC-10-30CF,EC-DEG,46962/238,394,50,0,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.,Significant_Damage_And_Fatalities,54.109589,16,0,70.1914312,0.30890083,76.94,7,4203.26637,3,0.00115286,8396
9/17/82,9:30,"Near Nondalton, Alaksa",Air Taxi,,"Nondalton, AK - Port Alsworth, AK",Robertson C-U206F,N33249,,5,4,0,Shortly after takeoff from Hudson Lake the left wingtip contacted the water causing the aircraft to cartwheel. The aircraft came to rest inverted & floated for a short time before sinking. Poor judgement by the pilot in command. Unfavorable wind and weather conditions.,Highly_Fatal_And_Damaging,39.4063927,10,2,89.2433911,0.26670826,79.17,4,9764.86399,4,0.0178041,934
9/18/82,,"Two Bridge Lake, British Colombia, Canada",Central Mountain Air Services,,,de Havilland Canada DHC-3 Otter,C-FDJA,459,5,5,0,,Highly_Fatal_And_Damaging,41.4611872,9,1,72.379216,0.42177497,79.93,4,49951.1428,0,0.09059244,8002
9/21/82,11:00,"Near Kotzbue, Alaska",Air Taxi,,"Kiana, AK - Kotzebue, AK",Cessna U206G,N5331X,,6,4,0,"The aircraft engine lost power over water of Hotham Inlet. Due to low altitude, the pilot had to ditch the aircraft. The aircraft sank almost immediately. Because of pilot's radio call two passengers were rescued. Reason for occurrence undetermined",Significant_Damage_And_Fatalities,54.8858448,15,4,76.5268915,0.49209593,86.57,7,16629.6337,2,0.00050277,831
